6083695,0.521842
1954367,0.152648
3734185,0.298548
5839301,0.46048
6343427,0.527977
1355574,0.0980122
725488,0.0482375
1191887,0.0893039
4556292,0.378561
9989596,0.832734
7698040,0.647709
1690816,0.123954
4414398,0.341109
6999006,0.553852
8011311,0.641649
7988686,0.643173
8924801,0.718659
6212110,0.491007
5195238,0.39988
7820803,0.622873
3938359,0.302116
9138765,0.739177
708755,0.0493099
1395794,0.100473
5278118,0.411604
9017283,0.728275
6088036,0.484417
8141447,0.648218
1155638,0.0826639
6074380,0.485936
8243661,0.660835
8522676,0.701842
5079141,0.398914
9294175,0.752668
264665,0.017796
835114,0.0605025
1635635,0.124581
819311,0.0605972
8354440,0.68623
2146964,0.158488
1766886,0.127778
12033,0.000613192
847384,0.0570719
717888,0.0477822
3665614,0.290087
3726043,0.296488
9945222,0.832241
7470730,0.598999
6032084,0.47522
3235757,0.24347
8273390,0.665654
600177,0.0399648
208835,0.0126999
4479194,0.349289
5339714,0.423271
907974,0.0653319
1229998,0.0867461
5256936,0.408726
1065526,0.0768909
6307315,0.511684
8332685,0.668979
3622314,0.289498
5032925,0.40562
6398780,0.521968
3125203,0.249252
7372560,0.593222
2485640,0.194096
5473729,0.458936
1123070,0.0822127
8362972,0.682923
6415115,0.518223
8914722,0.721411
4456462,0.350304
5299706,0.415942
4228497,0.332914
8520425,0.692146
8237878,0.656922
8992254,0.738082
4363000,0.332613
3383041,0.255783
636193,0.043447
4840453,0.377715
9400057,0.763885
4292860,0.32838
586824,0.0412195
1547158,0.112512
683915,0.0455424
6811525,0.557114
7678826,0.609731
8427904,0.69517
444746,0.0287735
1629450,0.115868
3217029,0.243915
8340174,0.667766
3441463,0.257245
339251,0.0217726
1698388,0.128251
6584335,0.516888
462885,0.03158
6094837,0.475831
8751438,0.715488
7594064,0.602841
2913281,0.221232
5175981,0.40431
3126250,0.232946
9247235,0.744963
3408352,0.263208
1442892,0.107051
2583249,0.192855
2510980,0.182553
8625147,0.694422
7264362,0.592334
8391205,0.680676
6865522,0.570238
4933783,0.385685
2242588,0.177209
7121681,0.575334
7345121,0.586177
843535,0.0609945
1659470,0.120009
7016303,0.562808
375947,0.0251545
5517123,0.436685
5575454,0.441396
2153633,0.169828
2628086,0.206634
4172069,0.325099
5697882,0.441422
1258276,0.0867845
1063531,0.0722342
6185149,0.481464
8774870,0.70479
8295105,0.654394
2409133,0.175856
921849,0.0634973
111994,0.00706405
6787734,0.548622
7182987,0.572003
7587254,0.598983
7465574,0.60183
4818752,0.38134
9205860,0.771102
2398247,0.188831
7042892,0.575331
1729883,0.126264
1034241,0.0719394
7022677,0.560088
6650878,0.55083
5868803,0.480696
934899,0.0685827
5718408,0.47814
645724,0.0468158
4997576,0.407023
7210689,0.578353
8759999,0.71134
1836710,0.132631
2658367,0.198634
8361366,0.685699
7719323,0.649801
9619918,0.816479
698481,0.0498494
1277652,0.0956145
8093861,0.678946
251447,0.0171744
3976640,0.321723
635248,0.0457735
1260246,0.0935798
1016885,0.0738811
4830628,0.395984
552581,0.0401697
8178060,0.691071
9304655,0.788514
2963601,0.223765
5822720,0.47045
9222550,0.75839
6931498,0.564722
6634864,0.556458
6593267,0.558633
4240382,0.345647
628206,0.0453292
8209563,0.694241
2165905,0.169772
2677317,0.214439
1603490,0.121457
7306610,0.609753
5140954,0.428892
2265370,0.179215
8605153,0.736878
9236339,0.772453
6898324,0.556749
1093151,0.0800219
6179382,0.526836
411693,0.0286128
5081741,0.413371
6244155,0.543165
3517293,0.280009
5959351,0.493351
1875547,0.158348
4003761,0.387319
9139848,0.782029
4934479,0.408232
5014504,0.417796
3833261,0.316434
872698,0.064979
171762,0.0115665
7780997,0.661367
4089776,0.336019
2641189,0.195602
826207,0.0573071
394910,0.026838
8292991,0.692455
2293864,0.173256
5839328,0.481616
7136902,0.579126
3649699,0.300483
6142414,0.526121
9741532,0.853318
9091283,0.783163
5005433,0.418021
3806141,0.312412
7792829,0.661204
6055266,0.503832
1757637,0.136635
496962,0.0359393
2089344,0.160388
1860115,0.144792
2276227,0.173539
1169291,0.0895205
8358429,0.67572
3244552,0.250684
4233107,0.322253
3241692,0.246262
6694930,0.545191
6748752,0.57115
898887,0.067032
1321915,0.0999523
7950620,0.685994
6587112,0.560821
2463525,0.200376
8930910,0.779366
3459172,0.285903
1645064,0.131503
1750651,0.135151
712745,0.0520952
5824280,0.48274
3276265,0.272142
3708730,0.301747
7897137,0.648548
3397844,0.265141
101449,0.00630421
6584805,0.544174
3783684,0.301562
377046,0.0263166
3002827,0.238123
6126947,0.503059
8116025,0.6741
4882334,0.387619
946494,0.0666618
7729217,0.620164
4656989,0.366815
8036948,0.6457
2481855,0.188117
8560597,0.688454
2002206,0.146643
751904,0.0543556
3506857,0.283038
5067785,0.407724
